name,english_name,base_unit,scientific_name
جنتاميسين 3% قطر المحضار,GENTAMICIN  EYDR  0.30%  10ML,قطر,
درابولين كريم50جرام-م-المحضار,DRAPOLINE  CREA    50GM,كريم,CETRIMIDE+…
ديكساميتازون 3/قطرـ ابن حيانوالمحضار,DYXAMYTAZON 3/DROPSـ ABN HYANOALMHDHAR,قطر,
دايكول مرهم عين- ابن حيان و المحضار,DY AYKOL ONTIMENT  - EYE -  - ALMHDHAR,تيوب,
دياستوب كبسول10كبسولاتم-م-المحضار,DIASTOP  CAP  2MG  10 S,باكت,LOPERAMIDE
دينتاك اي كبسول30كبسولة,,علبة,
زوفيراكس اقراص 200ملجم-م-المحضار,ZOVIRAX  TAB  200MG  25 S,باكت,ACYCLOVIR
زوفيراكس كريم 10جرام-م-المحضار,ZOVIRAX  CREA  5%  10GM,كريم,ACYCLOVIR
زوفيراكس مرهم عين-م-المحضار,ZOVIRAX  EONT  3%  4.5GM,مرهم,ACYCLOVIR
زيلوريك  100ملجم اقراص المحضار,ZYLORIC 100MG TAB    50 S,باكت,ALLOPURINOL
سبترين اقراص شريط -باكستاني,SEPTRIN  TAB  480MG  1X10,شريط,
سبترين اقراص عبوة 10شريط المحضار,SEPTRIN  TAB  480MG  10X10 S,باكت,trimethoprim-sulphamethoxazole
سبترين شراب (120مل)-المحضار,SEPTRIN.  SUSP  240MG/5ML  120ML,زجاجة,CO-TRIMOXAZOLE
سبيرا 1.5اقراص-المحضار,SPIRA 1.5 M.U.I,باكت,
سبيرا 3م اقراص-المحضار,SPIRA 3 M.U.I,باكت,
سيكلو بلجيكو قطر عين المحضار,CICLOPLEJICO EYE DROPS,قطر,CYCLOPENTOLATE
فرش اكوفريش- المحضار,,حبة,
فيروزمبد  40ملجم اقراص المحضار,FUROSEMIDE  40MG  TAB,باكت,
فينامكس اقراص-م-المحضار,NULL,أقراص,NULL
كوزي ملول 0.5% قطر عين المحضار,CUSIMOLOL  EYDR  0.5%  5ML,قطر,TIMOLOL
كلاريتين 10ملج  حب,CLARITINE  10MG  TAB,باكت,
كوزي فيرال مرهم عين المحضار,CUSIVIRAL  E/ONT  3%  4.5GM,مرهم,ACYCLOVIR
كوزي كروم2%قطر عين,CUSICORM  EYDR  2%  10ML,قطر,CROMOGLYCIC ACID
كوزي كروم4%قطر عين,CUSICROM  EYDR  4%  10ML,قطر,SODIUM CROMOGLYCATE
كيمادرين اقراص 5 ملجم  100قرص ابن حيان والمحضار,KEMADRINE  AMP  10MG  5 S,علبة,PROCYCLIDINE
كيمادرين انجاكشن-م-المحضار,KEMADRINE  TAB  5MG  100 S,علبة,PROCYCLIDINE
لاميكتال100ملجم اقراص 30قرص-م-المحضار,LAMICTAL  TAB  100MG  3X10 S,باكت,LAMOTRIGINE
لاميكتال25ملجم اقراص 30قرص-م-المحضار,LAMICTAL  TAB  25MG  3X10 S,باكت,LAMOTRIGINE
لاميكتال50ملجم اقراص 30قرص-م-المحضار,LAMICTAL  TAB  50MG  3X10 S,باكت,LAMOTRIGINE
لانوكسين  0.5 ملجم  امبول,LANOXIN    0.5MG  AMP,باكت,
ميثي كوبال اقراص-م-المحضار,METHYCOBAL  TAB  0.5MG  30 S,باكت,MECOBALAMIN
ميثي كوبال امبول-م-المحضار,METHYCOBAL  AMP  0.5MG/1ML  10X1ML,باكت,MECOBALAMIN
اوتوسبرين قطر اذن 5مل-م-المحضار,AOTOSBRYN DROPS  - EAR -  5ML - M - ALMHDHAR,قطر,
نيوسبرين قطر عين 5مل-م-المحضار,NULL,قطر,NULL
هوكسول محلي سكر 1200,HOXOL MHLY SKR 1200,علبة,
هوكسول محلي سكر300,HOXOL MHLY SKR300,علبة,
هيجوفين كبسول10*10المحضار وبن حيان,HYGOFEN KBSOL10*10ALMHDHAR OBN HYAN,باكت,
يورسال فوار-المحضار,NULL,باكت,NULL
انتي اديما 10ملي قطر -ابن حيان والمحضار,,قطر,
ميونال 50مجم اقراص ابن حيان,,باكت,
هوكسول سبارتام بودرة 75جم,,علبة,
اومنيباك 350مج /50مل صبغة قبل الاشعه-ابن حيان,,علبة,
مالوكس بلص شراب ابن حيان والمحضار,,علبة,
ميثيل كوبال 30 قرص س,,باكت,
مالوكس  (20كيس) المحضار,MALOX ACYAS ALMHDHAR,باكت,
كيراتكس اكستركريم ابن حيان,,كريم,
هوني كيور مرهم 30جرام ابن حيان والمحضار,HONY KYOR ONTIMENT 30GRAM ABN HYAN OALMHDHAR,مرهم,
ميدومايسين 100ملجم المحضار,MYDOMAYCINE 100 MG ALMHDHAR,باكت,
سبيرا3مليون اقراص ابن حيان,,باكت,
سيستين الترا كبير قطر 30 قطرة -ابن حيان والمحضار,SYSTYN ALTRA LARGE DROPS 30 DROPST  - ABN HYAN OALMHDHAR,باكت,
كيوتيكريم 75جم كريم-ابن حيان والمحضار,KYOTYCREAM 75GM CREAM - ABN HYAN OALMHDHAR,علبة,
بيفيدوكسين فورت اقراص ابن حيان,,باكت,
ارياتا لوشن30مل ابن حيان,,تيوب,
نوفاجسيك كبسول ابن حيان,,باكت,
سيزام 1000ملحم - ابن حيان فارما,,باكت,
ميداني 2.5 مل ابن حيان والمحضار,,باكت,
اكني تيك كريم 50جرام ابن حيان والمحضار,,تيوب,
اميجسيك كريم مسج ابن حيان والمحضار,,تيوب,
صوداء بلم كريم اب حيان والمحضار,,تيوب,
سيستين جل قطر 10مل-ابن حيان,,قطر,
سيستين الترا قطر 10مل-ابن حيان والمحضار,,قطر,
فريديال 30مجم(1شريط*20قرص)ابن حيان والمحضار,,باكت,
ايزبراكس اقراص ابن حيان والمحضار,,باكت,
سيستان قطر 10مل- ابن حيان,,مظرب,
اكتروس مرهم 30جرام ابن حيان والمحضار,,تيوب,
اريكسترا 2.5ملح/0.5مل فاندابارينكس ابن حيان,,باكت,
لانوكسين 0.25مجم اقراص المحضار,,باكت,
سيستان قطر الترا 30 حبة المحضار,,باكت,
فيتامين دي 3 5000وحدة كبسول المحضار,,علبة,
سينسي كريم طه حسين,,حبة,
ايروتاب 250مج اقراص المظفر,EROTAB 250MG TAB,باكت,ERYTHROMYCIN
ايروتاب 500مج المظفر,EROTAB 500MG TAB,باكت,ERYTHROMYCIN
ريسدال 2ملج اقراص الميتمي,,باكت,
ابيجينت 20ملجم امبول-الميتمي,,أمبولة,
ابيجينت 80ملجم امبول-الميتمي,NULL,أمبول,NULL
ابيرازول 20مجم 14 كبسوله-الميتمي,EPIRAZOLE  CAP  20MG  14 S,علبة,OMEPRAZOLE
ابيراكــس 30قرص -الميتمي,EPIRAX  TAB    30 S,باكت,CHLORDIAZEPOXIDE+CLIDINIUM BROMIDE
ابيفناك امبول-الميتمي,EPIFENAC  AMP  75MG/3ML  3X3ML,باكت,DICLOFENAC SODIUM
ابيكوجيل شراب-الميتمي,EPICOGEL  SUSP    125ML,زجاجة,ALUMIN HYDROX+MAGN HYDROX+DIMETHICON
ابيكوفيللين  شراب مع الفينون-الميتمي,EPICOPHYLLINE  PHENOBARBITONE SYRP  125MG/5ML  125ML,زجاجة,
ابيكوفيللين شراب صافي-الميتمي,EPICOPHYLLINE  SYRP  125MG/5ML  125ML,زجاجة,ACEFYLLINE PIPERAZINE
ابيكوزيم شراب -الميتمي,EPICOZYM 125ML SYRUP,زجاجة,
ابيكوسلين فيال 1جم-الميتمي,,فيالة,
ابيكول ريتارد اقراص -الميتمي,EPICOL RETARD  TAB,باكت,
ابيلات 10مجم علب كبسول الميتمي,EPILAT  CAP  10MG  30 S,علبة,NIFEDIPINE
ابيماج   فوار-الميتمي,EPIMAG  SCT    10X5GM,باكت,MAGNESIUM CITRATE
اتروفنت بخاخ-الميتمي,NULL,علبة,NULL
اتينو 100ملجم اقراص الميتمي,ATENO  100MG  TAB,باكت,ATENOLOL
اتينو 50ملجم اقراص الميتمي,ATENO  TAB  50MG  2X10 S,باكت,ATENOLOL
كبريتات الجنتاميسين قطرعين-اذن الميتمي,GENTAMICIN SULPHATE  EEDR  0.30%  10ML,قطر,GENTAMICIN SULFATE
الزنتال اقراص-الميتمي,ALZENTAL  TAB  400MG  1 S,باكت,ALBENDAZOLE
الزنتال شراب-الميتمي,ALZENTAL  SUSP  100MG/5ML  20ML,زجاجة,ALBENDAZOLE
اوبتيكال فوار-الميتمي,OPTICAL EFF  TAB,علبة,
ابينوسين- ب فورت امبول-مؤسسة الميتمي,EPINOSINE-B FORTE   AMP,باكت,
ايزوسوربيد 10ملجم الميتمي,ISOSORBIDE DINITRATE  TAB  10MG  60 S,باكت,ISOSORBIDE DINITRATE
ايزوسوربيد 5 ملجم - الميتمي,ISOSORBIDE DINITRATE  TAB  5MG  30 S,باكت,ISOSORBIDE DINITRATE
ايفورتيل اقراص-الميتمي,EFFORTIL  TAB  5MG  20 S,باكت,ETILEFRINE HYDROCHLORIDE
ايفورتيل قطر-الميتمي,EFFORTIL  DROPS,قطر,
ايميرال اقراص-الميتمي,EMERAL  TAB,باكت,CHLORPHENOXAMINE HCL +8-CHLOROTHEOPHYLLINE
برزنتين 75ملجم اقراص الميتمي,PERSANTIN  TAB  75MG  15 S,علبة,DIPYRIDAMOLE
برونكوفين شراب-الميتمي,,زجاجة,
بريدنيزولون 5مج اقراص-الميتمي,PREDNISOLONE 5MG TAB 10S,شريط,
بسكوبان امبول-الميتمي,BUSCOPAN  AMP  20MG/ML  6 S,باكت,HYOSCINE-N-BUTYL BROMIDE
بسكوبان بلس اقراص -الميتمي,BUSCOPAN PLUS  TB    2X10 S,باكت,HYOSCINE-N-BUTYL BROMIDE
بونستيل اقراص 10*10-الميتمي,PONSTEL  TAB  500MG  10X10 S,باكت,MEFENAMIC ACID
بيرماكس اقراص-الميتمي,PERMAX  TAB  100MG  6 S,باكت,MEBENDAZOLE
بيرماكس شراب-الميتمي,PERMAX  SUSP  100MG/5ML  30ML,زجاجة,MEBENDAZOLE
بيسلفون  شراب الميتمي,BISOLVON  SYR,زجاجة,
بيسلفون امبول-الميتمي,BISOLVON  AMP,باكت,
بيسلفون قطر-الميتمي,,قطر,
بيكولاكس قطر -الميتمي,PICOLAX  ORDR  7.50MG  15ML,قطر,SODIUM PICOSULFATE
بينوكس 0.4% قطر الميتمي,BENOX 0.4% 10ML,قطر,
تانتم اخضر غسول وغرغره -الميتمي,TANTUM  MOUTH WASH,زجاجة,
تانتم روزا وردي-الميتمي,TANTUM ROSA  SCT    5 S,باكت,BENZYDAMINE HCL+TRIMEETHYLCETYL
تانتم اخضر مصوص,,باكت,
تانوكس اقراص-الميتمي,NULL,باكت,NULL
ترامدول امبول كوري-الميتمي,NULL,باكت,TRAMADOL
ترانكسميك 500ملجم 10امبولات نزيف -الميتمي,TRANEXAMIC ACID 500MG INJ,باكت,
تريتيكو اقراص-الميتمي,TRITTICO  50MG TAB   1X20 S,باكت,TRAZODONE HCL
توتا فيوزين محلول مغذيه-الميتمي,NULL,قارورة,NULL
جاستروفيت 1جم اقراص-الميتمي,GASTROFAIT  TAB  500MG  20 S,باكت,SUCRALFATE
جلوكوز مغذي 5%مصري الميتمي,GELOKOZ MGTHY 5%MSRY ALMYTMY,فيالة,
جنترزون كريم- الميتمي,GENTRISONE  CREA    10GM,كريم,BETAMETHASONE DIPROPIONATE
ديستوسيد اقراص-الميتمي,DESTOCIDE  TAB  600MG  4 S,باكت,PRAZIQUANTEL
ديكساترول قطر عين اذن الميتمي,DEXATROL 5ML,قطر,
ديلتيازيم 60ملجم اقراص الميتمي,DILTIAZEM  TAB  60MG  20 S,باكت,DILTIAZEM HCL
روجا فيوزين محلول مغذيه-الميتمي,NULL,قارورة,NULL
سبيريفا كبسول+جهاز الميتمي,SPIRIVA 18MCG,باكت,
سفرادين 1جرام فيال- الميتيمي,CEFRADINE  VIAL  1G  10 S,فيالة,CEFRADINE
سيتال 125 تحاميل-الميتمي,CETAL  SUPP  120MG  5 S,باكت,Paracetamol 125mg supp
سيتال شراب-الميتمي,NULL,+,NULL
سيفاكسون فيال-الميتمي,CEFAXONE  VIAL  1G  10 S,فيالة,CEFTRIAXONE SODIUM
سيفوتاكس 1جم فيالة الميتمي,CEFOTAX 1MG VIAL,فيالة,
شينتاكسيم فيال-الميتمي,NULL,فيالة,NULL
فلوموكس 500مج كبسول 1شريط -الميتمي,,شريط,
فيتازنك كبسول الميتمي,VITAZINC  CAP,علبة,
فيتونا بلاس- الميتمي,,باكت,
فيرسول قطر-الميتمي,,قطر,
فيروفول كبسول الميتمي,FERRO-FOL  CAP    3X10 S,باكت,IRON+FOLIC ACID
فيرومكس شراب - الميتمي,NULL,زجاجة,NULL
فيورازول اقراص-الميتمي,,باكت,
فيورازول شراب-الميتمي,,زجاجة,
كابوتر يل 25ملجم اقراص- الميتمي,CAPOTRIL  25MG  TAB,باكت,
كابوتر يل 50ملجم اقراص,CAPOTRIL  50MG  TAB,باكت,CAPTOPRIL
كارمينكس فوار,,باكت,
كريستان تحاميل-الميتمي,CRISTAN VAGINAL TABLETS  VTAB  100MG  1X6 S,باكت,CLOTRIMAZOLE
كريستان كريم-الميتمي,CRISTAN  CREA  1%  10GM,كريم,CLOTRIMAZOLE
كمبوفنت فيالات (ت) عبوه   20فيال,Combivent metered aerosol 10ml,باكت,
كوترين بخاخ-الميتمي,NULL,علبة,NULL
كولوسبازمين اقراص الميتمي,COLOSPASMIN  100MG TAB,باكت,
لاكسوفين شراب-الميتمي,,زجاجة,
ليفرسول مغذيات-الميتمي,LIVERSOL   INJ  250ML,مغذية,
لينكومايسين 600فيال-الميتمي,LINCOMYCIN  AMP  600MG  10X2ML,فيالة,LIDOCAINE HYDROCHLORIDE
مغذيات رنجر 500مل مع الموصل سران,,مغذية,
محلول ملح 0.9% بالجهاز-الميتمي,NULL,حبة,NULL
ميكارديس  40ملجم اقراص,MICARDIS  TAB  40MG  14 S,باكت,TELMISARTAN
ميكارديس 80 ملجم اقراص,MICARDIS  TAB  80MG  14 S,باكت,
مينرافيت كبسول-الميتمي,MINERAVIT  CAP    20 S,علبة,MULTIVITAMIN
ميوكاسيد شراب-الميتمي,MUCACID  SUSP    125ML,زجاجة,ALUM- HYDROX+MAG -HYDROX+OXETHAZAINE
نستافورم مرهم-الميتمي,,مرهم,
نيستاتين قطر بالفم الميتمي,NYSTATIN DROPS,قطر,NYSTATIN
هيدروكرتيزون فيال-الميتمي,HYDROCORTISONE 100MG 2ML IV,فيالة,
ابيلات ريتارد اقراص - الميتمي,,باكت,
فلوموكس 100مل شراب,,زجاجة,
ابيزولون  ديبوت 40مج فيال الميتمي,,فيالة,
تريفلوكان 150مجم كبسول الميتمي,,باكت,
ايموكس 125مجم /100مل شراب الميتمي,,زجاجة,
ايموكس 250مجم /100مل شراب الميتمي,,زجاجة,
ديكساميثازون امبول الميتمي,,فيالة,
جلفز مقاس منوع,,باكت,
جلفز مقاس وسط - مسك,,باكت,
ديكستروز 5%500مل-الميتمي,,مغذية,
ايرولين 200 بخاخ - ايبيكو,,مظرب,
ابينور 400مجم -اقراص-الميتمي,,باكت,
ديكساميثازون امبول - الميتمي,,أمبولة,
بالكيز 10مل فطر-,,مظرب,
جنتاميسين قطر -الميتي,,علبة,
جنتاميسين 80مجم الميتمي,,أمبولة,
ميداني 5سيسي الميتمي,,باكت,
ميداني 3سيسي الميتمي,,باكت,
نو-سبازم امبول الميتمي,,باكت,
اتور 20ملج اقراص الميتمي,,باكت,
اتور40  ملج اقراص الميتمي,,باكت,
ابيسيفين1جرام فيال الميتمي,,فيالة,
محلول مخلوط مغذيات الميتمي,,مغذية,
اجهزه اعطاء,,حبة,
جلفز مقاس كبير  1.5,,باكت,
كبريتات الجنتاماسين قطر الميتمي,,قطر,
ال كارنتين بلاص كبسول الميتمي,,باكت,
اناسول مغذية 250 مل -الميتمي,,مغذية,
لينكومايسين 300 فيال-الميتمي,,باكت,
كول فري مصوص حلق منوع (2شريط*12قرص)الميتمي,,باكت,
ابيكوانتيل 600مجم(4قرص)الميتمي,,باكت,
تريام كورت 40مجم (5فيالة) - الميتمي,,باكت,
ريسدال 4ملج الميتمي,,باكت,
روساماكس شرائح سكر عبوة 25,,علبة,
بلا ستر 2.5سنتم غطا معدن- الوفاء,NULL,باكت,NULL
ترمومتر الكتروني-الوفاء,NULL,+,NULL
مقياس حرارة زيبقي عريض- الوفاء,,باكت,
